year,month,flat_type,block,street_name,storey_range,min_storey,max_storey,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,uniqueID
2015,5,5,128B,PUNGGOL FIELD WALK,13 TO 15,13,15,110,Improved,2003,87,440000,158526
2015,5,5,104B,EDGEFIELD PLAINS,13 TO 15,13,15,110,Improved,2003,87,445000,158527
2015,5,5,204C,PUNGGOL FIELD,13 TO 15,13,15,110,Improved,2004,88,445000,158528
2015,5,5,201D,PUNGGOL FIELD,04 TO 06,4,6,110,Improved,2004,88,450000,158529
2015,5,5,642B,PUNGGOL DR,13 TO 15,13,15,112,Premium Apartment,2005,88,461000,158530
2015,5,5,651,PUNGGOL CTRL,10 TO 12,10,12,110,Premium Apartment,2005,88,476667,158531
2015,5,5,641A,PUNGGOL DR,13 TO 15,13,15,111,Premium Apartment,2005,88,477000,158532
2015,5,5,641C,PUNGGOL DR,13 TO 15,13,15,110,Premium Apartment,2005,88,482000,158533
2015,5,5,171A,EDGEDALE PLAINS,16 TO 18,16,18,110,Improved,2004,87,495000,158534
2015,5,5,204A,PUNGGOL FIELD,16 TO 18,16,18,110,Improved,2004,88,510000,158535
2015,5,5,162A,PUNGGOL CTRL,07 TO 09,7,9,114,Premium Apartment,2004,88,518000,158536
2015,5,5,162A,PUNGGOL CTRL,13 TO 15,13,15,114,Premium Apartment,2004,88,520000,158537
2015,5,5,295,PUNGGOL CTRL,10 TO 12,10,12,110,Premium Apartment,2003,87,538000,158538
2015,5,EXECUTIVE,114,EDGEFIELD PLAINS,07 TO 09,7,9,130,Premium Apartment,2003,87,530000,158539
2015,5,EXECUTIVE,183,EDGEFIELD PLAINS,07 TO 09,7,9,128,Premium Apartment,2003,87,560000,158540
2015,5,EXECUTIVE,186,PUNGGOL CTRL,16 TO 18,16,18,128,Premium Apartment,2004,87,560000,158541
2015,5,3,163,STIRLING RD,01 TO 03,1,3,66,Improved,1970,53,290000,158542
2015,5,3,96,C'WEALTH CRES,01 TO 03,1,3,59,Standard,1970,54,305000,158543
2015,5,3,86,C'WEALTH CL,01 TO 03,1,3,58,Standard,1967,50,308000,158544
2015,5,3,96,C'WEALTH CRES,04 TO 06,4,6,59,Standard,1970,54,318000,158545
2015,5,3,3,DOVER RD,01 TO 03,1,3,65,Improved,1975,59,320000,158546
2015,5,3,5,GHIM MOH RD,01 TO 03,1,3,65,Improved,1976,60,320000,158547
2015,5,3,84,C'WEALTH CL,01 TO 03,1,3,69,Standard,1967,50,328000,158548
2015,5,3,41,HOLLAND DR,01 TO 03,1,3,59,Improved,1975,59,330000,158549
2015,5,3,168,STIRLING RD,07 TO 09,7,9,60,Improved,1971,54,330000,158550
2015,5,3,2,GHIM MOH RD,04 TO 06,4,6,65,Improved,1976,60,333000,158551
2015,5,3,13,HOLLAND DR,04 TO 06,4,6,65,Improved,1975,58,340000,158552
2015,5,3,6,HOLLAND CL,13 TO 15,13,15,65,Improved,1974,58,378000,158553
2015,5,3,21,GHIM MOH RD,04 TO 06,4,6,65,Improved,1977,61,382000,158554
2015,5,3,32,HOLLAND CL,10 TO 12,10,12,59,Improved,1974,58,399000,158555
2015,5,3,8,HOLLAND AVE,16 TO 18,16,18,59,Improved,1974,58,412000,158556
2015,5,3,11,HOLLAND DR,13 TO 15,13,15,65,Improved,1975,58,430000,158557
2015,5,3,6,GHIM MOH RD,07 TO 09,7,9,76,Improved,1976,60,440000,158558
2015,5,4,168A,QUEENSWAY,01 TO 03,1,3,84,Improved,1974,58,423000,158559
2015,5,4,23,DOVER CRES,04 TO 06,4,6,88,Improved,1976,60,470000,158560
2015,5,4,168A,QUEENSWAY,16 TO 18,16,18,84,Improved,1974,58,488000,158561
2015,5,4,23,DOVER CRES,04 TO 06,4,6,88,Improved,1976,60,525000,158562
2015,5,4,6,HOLLAND CL,04 TO 06,4,6,86,Improved,1974,58,578000,158563
2015,5,4,18C,HOLLAND DR,04 TO 06,4,6,92,Model A,2012,96,600000,158564
2015,5,4,56,STRATHMORE AVE,13 TO 15,13,15,85,Model A,2002,86,625000,158565
2015,5,4,19,DOVER CRES,07 TO 09,7,9,92,Model A,2003,87,635000,158566
2015,5,4,28B,DOVER CRES,01 TO 03,1,3,95,Model A,2012,95,640000,158567
2015,5,4,91,TANGLIN HALT RD,16 TO 18,16,18,85,Model A,2008,92,640000,158568
2015,5,4,48,STRATHMORE AVE,19 TO 21,19,21,85,Model A,2006,90,665000,158569
2015,5,4,89,TANGLIN HALT RD,10 TO 12,10,12,90,Model A,2008,92,665000,158570
2015,5,4,184,STIRLING RD,07 TO 09,7,9,94,Model A,2000,84,670000,158571
2015,5,4,55,STRATHMORE AVE,10 TO 12,10,12,95,Model A,2002,86,675800,158572
2015,5,4,3A,HOLLAND CL,04 TO 06,4,6,106,Model A,1998,82,680000,158573
2015,5,4,129,CLARENCE LANE,04 TO 06,4,6,104,Model A,1996,80,705000,158574
2015,5,4,18D,HOLLAND DR,37 TO 39,37,39,87,Model A,2012,96,725000,158575
2015,5,4,90,TANGLIN HALT RD,34 TO 36,34,36,90,Model A,2008,92,750000,158576
2015,5,4,18D,HOLLAND DR,16 TO 18,16,18,87,Model A,2012,96,780000,158577
2015,5,4,129,CLARENCE LANE,10 TO 12,10,12,104,Model A,1996,80,800000,158578
2015,5,5,13,GHIM MOH RD,22 TO 24,22,24,120,Standard,1977,60,815000,158579
2015,5,5,132,CLARENCE LANE,04 TO 06,4,6,121,Improved,1996,80,870000,158580
2015,5,5,52,STRATHMORE AVE,10 TO 12,10,12,110,Improved,2006,90,870000,158581
2015,5,4,479,SEMBAWANG DR,13 TO 15,13,15,86,Model A2,2000,84,329000,158582
2015,5,4,405,ADMIRALTY LINK,10 TO 12,10,12,86,Model A2,2001,84,330000,158583
2015,5,4,302,CANBERRA RD,04 TO 06,4,6,91,Model A2,1998,82,343000,158584
2015,5,4,489,ADMIRALTY LINK,01 TO 03,1,3,94,Model A,2010,94,347500,158585
2015,5,4,508A,WELLINGTON CIRCLE,04 TO 06,4,6,85,Model A,2004,88,350000,158586
2015,5,4,508B,WELLINGTON CIRCLE,10 TO 12,10,12,90,Model A,2004,88,354800,158587
2015,5,4,487,ADMIRALTY LINK,10 TO 12,10,12,94,Model A,2010,94,355000,158588
2015,5,4,492,ADMIRALTY LINK,10 TO 12,10,12,90,Model A,2004,87,357000,158589
2015,5,4,486,ADMIRALTY LINK,16 TO 18,16,18,91,Model A,2004,87,360000,158590
2015,5,4,424,CANBERRA RD,07 TO 09,7,9,90,Model A,2001,84,368000,158591
2015,5,4,510A,WELLINGTON CIRCLE,07 TO 09,7,9,90,Model A,2004,88,368000,158592
2015,5,4,308,CANBERRA RD,07 TO 09,7,9,100,Model A,1998,82,368888,158593
2015,5,4,320,SEMBAWANG CL,07 TO 09,7,9,100,Model A,1999,83,370500,158594
2015,5,4,323,SEMBAWANG CL,04 TO 06,4,6,100,Model A,1999,83,372000,158595
2015,5,4,507B,WELLINGTON CIRCLE,10 TO 12,10,12,90,Model A,2001,85,373000,158596
2015,5,4,508C,WELLINGTON CIRCLE,10 TO 12,10,12,85,Model A,2004,88,373000,158597
2015,5,4,330,SEMBAWANG CL,04 TO 06,4,6,100,Model A,1999,83,375000,158598
2015,5,4,313,SEMBAWANG DR,07 TO 09,7,9,101,Model A,1999,82,375000,158599
2015,5,4,469B,ADMIRALTY DR,13 TO 15,13,15,102,Premium Apartment,2001,85,380000,158600
2015,5,4,487,ADMIRALTY LINK,10 TO 12,10,12,96,Model A,2010,94,387000,158601
2015,5,4,322,SEMBAWANG CL,01 TO 03,1,3,101,Model A,1999,83,400000,158602
2015,5,4,354C,ADMIRALTY DR,10 TO 12,10,12,93,Model A,2001,85,418888,158603
2015,5,5,474,SEMBAWANG DR,01 TO 03,1,3,110,Improved,2000,84,370000,158604
2015,5,5,425,CANBERRA RD,10 TO 12,10,12,110,Improved,2001,84,395000,158605
2015,5,5,483,ADMIRALTY LINK,13 TO 15,13,15,111,Improved,2004,88,400000,158606
2015,5,5,325,SEMBAWANG CRES,13 TO 15,13,15,123,Improved,1999,83,400000,158607
2015,5,5,469A,ADMIRALTY DR,07 TO 09,7,9,118,Premium Apartment,2001,85,415000,158608
2015,5,5,493,ADMIRALTY LINK,07 TO 09,7,9,111,Improved,2004,87,418000,158609
2015,5,5,407,SEMBAWANG DR,13 TO 15,13,15,110,Improved,2001,84,420000,158610
2015,5,5,339A,SEMBAWANG CL,07 TO 09,7,9,110,Premium Apartment,2001,85,425000,158611
2015,5,5,353C,ADMIRALTY DR,01 TO 03,1,3,111,Improved,2002,85,425000,158612
2015,5,5,466B,SEMBAWANG DR,13 TO 15,13,15,110,Premium Apartment,2006,89,425000,158613
2015,5,5,324,SEMBAWANG CL,07 TO 09,7,9,123,Improved,1999,83,430000,158614
2015,5,5,507B,WELLINGTON CIRCLE,07 TO 09,7,9,111,Improved,2001,85,440000,158615
2015,5,5,330,SEMBAWANG CL,16 TO 18,16,18,120,Improved,1999,83,451000,158616
2015,5,5,341A,SEMBAWANG CL,07 TO 09,7,9,110,Premium Apartment,2001,85,485000,158617
2015,5,EXECUTIVE,467B,ADMIRALTY DR,07 TO 09,7,9,137,Premium Apartment,2001,85,450000,158618
2015,5,EXECUTIVE,588B,MONTREAL DR,04 TO 06,4,6,125,Apartment,2002,86,453000,158619
2015,5,EXECUTIVE,337,SEMBAWANG CRES,04 TO 06,4,6,139,Apartment,1999,83,485000,158620
2015,5,EXECUTIVE,469A,ADMIRALTY DR,13 TO 15,13,15,142,Premium Apartment,2001,85,498000,158621
2015,5,EXECUTIVE,416,CANBERRA RD,13 TO 15,13,15,130,Apartment,2001,84,500000,158622
2015,5,EXECUTIVE,588B,MONTREAL DR,13 TO 15,13,15,125,Apartment,2002,86,500000,158623
2015,5,EXECUTIVE,356B,ADMIRALTY DR,04 TO 06,4,6,131,Premium Apartment,2001,85,508000,158624
2015,5,EXECUTIVE,354D,ADMIRALTY DR,10 TO 12,10,12,126,Apartment,2002,85,518000,158625
2015,5,EXECUTIVE,305,CANBERRA RD,13 TO 15,13,15,141,Apartment,1998,82,548000,158626
2015,5,3,438B,SENGKANG WEST AVE,07 TO 09,7,9,69,Model A,2011,94,358000,158627
2015,5,3,209A,COMPASSVALE LANE,13 TO 15,13,15,67,Model A,2011,95,377500,158628
2015,5,3,209A,COMPASSVALE LANE,16 TO 18,16,18,67,Model A,2011,95,390000,158629
2015,5,4,313C,ANCHORVALE RD,01 TO 03,1,3,92,Premium Apartment,2003,87,325000,158630
2015,5,4,157C,RIVERVALE CRES,01 TO 03,1,3,95,Premium Apartment,2003,87,335000,158631
2015,5,4,295C,COMPASSVALE CRES,01 TO 03,1,3,89,Model A,2002,85,350000,158632
2015,5,4,305C,ANCHORVALE LINK,04 TO 06,4,6,90,Model A,2001,85,350000,158633
2015,5,4,295A,COMPASSVALE CRES,13 TO 15,13,15,90,Model A,2002,85,358000,158634
2015,5,4,154,RIVERVALE CRES,01 TO 03,1,3,91,Model A,2005,89,358000,158635
2015,5,4,196,RIVERVALE DR,01 TO 03,1,3,90,Model A,2001,84,360000,158636
2015,5,4,185C,RIVERVALE CRES,07 TO 09,7,9,88,Model A2,2000,84,360000,158637
2015,5,4,439C,SENGKANG WEST AVE,04 TO 06,4,6,94,Model A,2011,94,360000,158638
2015,5,4,183C,RIVERVALE CRES,04 TO 06,4,6,90,Model A,2003,87,360168,158639
2015,5,4,249,COMPASSVALE RD,04 TO 06,4,6,85,Model A2,2000,84,363000,158640
2015,5,4,203B,COMPASSVALE RD,04 TO 06,4,6,90,Model A,2001,84,366000,158641
2015,5,4,249,COMPASSVALE RD,04 TO 06,4,6,85,Model A2,2000,84,370000,158642
2015,5,4,116A,RIVERVALE DR,01 TO 03,1,3,95,Model A,2000,84,370000,158643
2015,5,4,308C,ANCHORVALE RD,10 TO 12,10,12,90,Model A,2002,85,372000,158644
2015,5,4,295C,COMPASSVALE CRES,07 TO 09,7,9,90,Model A,2002,85,372000,158645
2015,5,4,307D,ANCHORVALE RD,04 TO 06,4,6,90,Model A,2001,85,375000,158646
2015,5,4,116A,RIVERVALE DR,13 TO 15,13,15,95,Model A,2000,84,375000,158647
2015,5,4,186C,RIVERVALE DR,10 TO 12,10,12,90,Model A,2001,84,375000,158648
2015,5,4,184C,RIVERVALE CRES,13 TO 15,13,15,85,Model A2,2003,87,377000,158649
2015,5,4,193,RIVERVALE DR,07 TO 09,7,9,91,Model A,2001,84,380000,158650
2015,5,4,204A,COMPASSVALE DR,04 TO 06,4,6,90,Model A,2000,84,380000,158651
2015,5,4,299A,COMPASSVALE ST,01 TO 03,1,3,97,Premium Apartment,2001,85,383000,158652
2015,5,4,144,RIVERVALE DR,07 TO 09,7,9,100,Model A,1999,83,383000,158653
2015,5,4,129,RIVERVALE ST,07 TO 09,7,9,101,Model A,1999,83,383000,158654
2015,5,4,130,RIVERVALE ST,04 TO 06,4,6,101,Model A,1999,82,385000,158655
2015,5,4,323B,SENGKANG EAST WAY,01 TO 03,1,3,90,Model A,2002,86,390000,158656
2015,5,4,260D,SENGKANG EAST WAY,01 TO 03,1,3,90,Model A,2001,85,392000,158657
2015,5,4,439A,SENGKANG WEST AVE,10 TO 12,10,12,94,Model A,2011,94,400000,158658
2015,5,4,208B,COMPASSVALE LANE,04 TO 06,4,6,92,Model A,2011,95,402000,158659
2015,5,4,324A,SENGKANG EAST WAY,07 TO 09,7,9,85,Model A2,2003,86,408000,158660
2015,5,4,441A,FERNVALE RD,04 TO 06,4,6,93,Model A,2012,95,410000,158661
2015,5,4,106,RIVERVALE WALK,04 TO 06,4,6,101,Model A,1999,82,410000,158662
2015,5,4,226A,COMPASSVALE WALK,04 TO 06,4,6,102,Model A,1999,83,412000,158663
2015,5,4,323C,SENGKANG EAST WAY,07 TO 09,7,9,90,Model A,2003,86,412500,158664
2015,5,4,439A,SENGKANG WEST AVE,10 TO 12,10,12,94,Model A,2011,94,413000,158665
2015,5,4,151,RIVERVALE CRES,13 TO 15,13,15,91,Model A,2005,89,415000,158666
2015,5,4,408A,FERNVALE RD,16 TO 18,16,18,95,Premium Apartment,2004,88,418000,158667
2015,5,4,408B,FERNVALE RD,22 TO 24,22,24,95,Premium Apartment,2004,88,428888,158668
2015,5,4,209C,COMPASSVALE LANE,04 TO 06,4,6,92,Model A,2011,95,430000,158669
2015,5,4,439A,SENGKANG WEST AVE,13 TO 15,13,15,94,Model A,2011,94,432000,158670
2015,5,4,439A,SENGKANG WEST AVE,16 TO 18,16,18,94,Model A,2011,94,432000,158671
2015,5,4,209C,COMPASSVALE LANE,07 TO 09,7,9,92,Model A,2011,95,433000,158672
2015,5,4,209A,COMPASSVALE LANE,10 TO 12,10,12,92,Model A,2011,95,438000,158673
2015,5,4,439A,SENGKANG WEST AVE,16 TO 18,16,18,94,Model A,2011,94,440000,158674
2015,5,4,321B,ANCHORVALE DR,10 TO 12,10,12,90,Model A,2002,85,443800,158675
2015,5,4,208B,COMPASSVALE LANE,10 TO 12,10,12,92,Model A,2011,95,445000,158676
2015,5,4,436B,FERNVALE RD,07 TO 09,7,9,96,Model A,2010,93,455000,158677
2015,5,4,441B,FERNVALE RD,19 TO 21,19,21,94,Model A,2012,95,460000,158678
2015,5,4,270A,SENGKANG CTRL,01 TO 03,1,3,93,Premium Apartment,2010,94,460000,158679
2015,5,4,441B,FERNVALE RD,13 TO 15,13,15,93,Model A,2012,95,465000,158680
2015,5,4,268D,COMPASSVALE LINK,07 TO 09,7,9,90,Premium Apartment,2006,89,467000,158681
2015,5,4,267A,COMPASSVALE LINK,10 TO 12,10,12,90,Premium Apartment,2006,89,468000,158682
2015,5,4,441D,FERNVALE RD,19 TO 21,19,21,94,Model A,2012,95,470000,158683
2015,5,4,269A,COMPASSVALE LINK,04 TO 06,4,6,91,Premium Apartment,2006,89,480000,158684
2015,5,4,272B,SENGKANG CTRL,01 TO 03,1,3,90,Premium Apartment,2009,93,485000,158685
2015,5,4,264F,COMPASSVALE BOW,07 TO 09,7,9,92,Premium Apartment,2008,92,492000,158686
2015,5,4,273C,COMPASSVALE LINK,04 TO 06,4,6,90,Premium Apartment,2009,93,510000,158687
2015,5,4,264F,COMPASSVALE BOW,16 TO 18,16,18,92,Premium Apartment,2008,92,520000,158688
2015,5,4,271C,SENGKANG CTRL,07 TO 09,7,9,93,Premium Apartment,2010,94,540000,158689
2015,5,4,277D,COMPASSVALE LINK,13 TO 15,13,15,90,Premium Apartment,2009,93,545000,158690
2015,5,4,275C,COMPASSVALE LINK,07 TO 09,7,9,90,Premium Apartment,2009,93,550000,158691
2015,5,4,275D,COMPASSVALE LINK,13 TO 15,13,15,90,Premium Apartment,2009,93,550888,158692
2015,5,4,273D,COMPASSVALE LINK,10 TO 12,10,12,90,Premium Apartment,2009,93,560000,158693
2015,5,5,183B,RIVERVALE CRES,01 TO 03,1,3,110,Improved,2003,87,380000,158694
2015,5,5,121,RIVERVALE DR,01 TO 03,1,3,108,Improved,2000,84,395000,158695
2015,5,5,121,RIVERVALE DR,01 TO 03,1,3,109,Improved,2000,84,399000,158696
2015,5,5,149,RIVERVALE CRES,04 TO 06,4,6,116,Improved,1999,83,400000,158697
2015,5,5,157C,RIVERVALE CRES,01 TO 03,1,3,110,Premium Apartment,2003,87,410000,158698
2015,5,5,295B,COMPASSVALE CRES,13 TO 15,13,15,110,Improved,2002,85,412000,158699
2015,5,5,183B,RIVERVALE CRES,13 TO 15,13,15,110,Improved,2003,87,421888,158700
2015,5,5,301B,ANCHORVALE DR,04 TO 06,4,6,110,Improved,2001,85,425000,158701
2015,5,5,307D,ANCHORVALE RD,07 TO 09,7,9,110,Improved,2001,85,425000,158702
2015,5,5,188D,RIVERVALE DR,10 TO 12,10,12,115,Improved,2000,84,425000,158703
2015,5,5,296B,COMPASSVALE CRES,13 TO 15,13,15,110,Improved,2002,85,430000,158704
2015,5,5,184B,RIVERVALE CRES,10 TO 12,10,12,110,Improved,2003,87,430000,158705
2015,5,5,111,RIVERVALE WALK,01 TO 03,1,3,121,Improved,1998,82,438000,158706
2015,5,5,155,RIVERVALE CRES,04 TO 06,4,6,110,Improved,2005,89,440000,158707
2015,5,5,128,RIVERVALE ST,07 TO 09,7,9,120,Improved,1999,83,442000,158708
2015,5,5,122,SENGKANG EAST WAY,04 TO 06,4,6,110,Improved,2000,84,442000,158709
2015,5,5,157D,RIVERVALE CRES,16 TO 18,16,18,110,Premium Apartment,2003,87,445000,158710
2015,5,5,313B,ANCHORVALE RD,13 TO 15,13,15,110,Premium Apartment,2003,87,450000,158711
2015,5,5,244,COMPASSVALE RD,04 TO 06,4,6,116,Improved,2000,84,450000,158712
2015,5,5,291B,COMPASSVALE ST,01 TO 03,1,3,110,Improved,2002,85,450000,158713
2015,5,5,157A,RIVERVALE CRES,13 TO 15,13,15,109,Premium Apartment,2003,87,450000,158714
2015,5,5,305D,ANCHORVALE LINK,10 TO 12,10,12,110,Improved,2002,85,457000,158715
2015,5,5,404B,FERNVALE LANE,16 TO 18,16,18,112,Premium Apartment,2004,88,462888,158716
2015,5,5,403B,FERNVALE LANE,13 TO 15,13,15,111,Premium Apartment,2004,87,465000,158717
2015,5,5,299B,COMPASSVALE ST,13 TO 15,13,15,113,Premium Apartment,2001,85,468000,158718
2015,5,5,318C,ANCHORVALE LINK,07 TO 09,7,9,110,Premium Apartment,2003,86,470000,158719
2015,5,5,318D,ANCHORVALE LINK,13 TO 15,13,15,110,Premium Apartment,2003,86,470000,158720
2015,5,5,245,COMPASSVALE RD,13 TO 15,13,15,116,Improved,2000,84,480000,158721
2015,5,5,412B,FERNVALE LINK,13 TO 15,13,15,114,Premium Apartment,2004,88,488000,158722
2015,5,5,232,COMPASSVALE WALK,10 TO 12,10,12,121,Improved,1999,83,495000,158723
2015,5,5,319B,ANCHORVALE DR,13 TO 15,13,15,110,Improved,2002,86,500000,158724
2015,5,5,204C,COMPASSVALE DR,10 TO 12,10,12,110,Improved,2001,84,505000,158725
2015,5,5,407B,FERNVALE RD,19 TO 21,19,21,110,Premium Apartment,2005,88,510000,158726
2015,5,5,257A,COMPASSVALE RD,13 TO 15,13,15,110,Improved,2000,84,518000,158727
2015,5,5,238,COMPASSVALE WALK,16 TO 18,16,18,122,Improved,1999,83,520000,158728
2015,5,5,260B,SENGKANG EAST WAY,07 TO 09,7,9,110,Improved,2001,84,520000,158729
2015,5,5,268D,COMPASSVALE LINK,13 TO 15,13,15,111,Premium Apartment,2006,89,575000,158730
2015,5,EXECUTIVE,307B,ANCHORVALE RD,13 TO 15,13,15,125,Apartment,2001,85,530000,158731
2015,5,EXECUTIVE,302D,ANCHORVALE LINK,04 TO 06,4,6,130,Apartment,2001,85,535888,158732
2015,5,EXECUTIVE,291C,COMPASSVALE ST,10 TO 12,10,12,125,Apartment,2001,85,558000,158733
2015,5,EXECUTIVE,297A,COMPASSVALE ST,01 TO 03,1,3,134,Premium Apartment,2001,85,562000,158734
2015,5,EXECUTIVE,291C,COMPASSVALE ST,04 TO 06,4,6,125,Apartment,2001,85,565000,158735
2015,5,EXECUTIVE,299C,COMPASSVALE ST,07 TO 09,7,9,136,Premium Apartment,2001,85,565000,158736
2015,5,EXECUTIVE,147,RIVERVALE CRES,07 TO 09,7,9,135,Apartment,1999,83,600000,158737
2015,5,EXECUTIVE,297B,COMPASSVALE ST,16 TO 18,16,18,134,Premium Apartment,2001,85,610000,158738
2015,5,EXECUTIVE,298A,COMPASSVALE ST,13 TO 15,13,15,134,Premium Apartment,2001,85,618000,158739
2015,5,EXECUTIVE,205A,COMPASSVALE LANE,04 TO 06,4,6,143,Apartment,1999,83,625000,158740
2015,5,3,105,SERANGOON NTH AVE 1,10 TO 12,10,12,69,Improved,1985,68,303000,158741
2015,5,3,223,SERANGOON AVE 4,10 TO 12,10,12,67,New Generation,1984,68,330000,158742
2015,5,3,219,SERANGOON AVE 4,07 TO 09,7,9,67,New Generation,1984,68,345000,158743
2015,5,3,2,LOR LEW LIAN,10 TO 12,10,12,64,Improved,1983,67,360000,158744
2015,5,4,145,SERANGOON NTH AVE 1,01 TO 03,1,3,83,Simplified,1986,70,342000,158745
2015,5,4,547,SERANGOON NTH AVE 3,01 TO 03,1,3,100,Model A,1997,81,372000,158746
2015,5,4,117,SERANGOON NTH AVE 1,07 TO 09,7,9,98,New Generation,1985,69,378000,158747
2015,5,4,127,SERANGOON NTH AVE 1,01 TO 03,1,3,91,New Generation,1985,68,378000,158748
2015,5,4,103,SERANGOON NTH AVE 1,10 TO 12,10,12,91,New Generation,1985,69,383000,158749
2015,5,4,528,SERANGOON NTH AVE 4,01 TO 03,1,3,110,Model A,1992,76,387000,158750
2015,5,4,545,SERANGOON NTH AVE 3,04 TO 06,4,6,100,Model A,1997,81,390000,158751
2015,5,4,533,SERANGOON NTH AVE 4,04 TO 06,4,6,104,Model A,1992,76,410000,158752
2015,5,4,536,SERANGOON NTH AVE 4,04 TO 06,4,6,103,Model A,1992,76,425000,158753
2015,5,4,307,SERANGOON AVE 2,01 TO 03,1,3,95,New Generation,1985,69,430000,158754
2015,5,4,218,SERANGOON AVE 4,04 TO 06,4,6,91,New Generation,1985,68,440000,158755
2015,5,4,224,SERANGOON AVE 4,01 TO 03,1,3,91,New Generation,1984,68,455000,158756
2015,5,4,310,SERANGOON AVE 2,04 TO 06,4,6,98,New Generation,1985,69,460000,158757
2015,5,4,329,SERANGOON AVE 3,01 TO 03,1,3,104,Model A,1986,70,465000,158758
2015,5,4,205,SERANGOON CTRL,01 TO 03,1,3,84,Simplified,1986,70,500000,158759
2015,5,4,222,SERANGOON AVE 4,04 TO 06,4,6,99,New Generation,1985,69,507000,158760
2015,5,4,243,SERANGOON AVE 2,10 TO 12,10,12,89,Simplified,1985,69,528000,158761
2015,5,4,401,SERANGOON AVE 1,04 TO 06,4,6,106,Model A,1989,72,568000,158762
2015,5,5,545,SERANGOON NTH AVE 3,13 TO 15,13,15,120,Improved,1997,81,450000,158763
2015,5,5,137,SERANGOON NTH AVE 2,04 TO 06,4,6,121,Improved,1989,73,492000,158764
2015,5,5,549,SERANGOON NTH AVE 3,07 TO 09,7,9,121,Improved,1997,81,520000,158765
2015,5,5,329,SERANGOON AVE 3,01 TO 03,1,3,122,Improved,1986,70,605000,158766
2015,5,5,213,SERANGOON AVE 4,10 TO 12,10,12,121,Improved,1985,68,640000,158767
2015,5,5,411,SERANGOON CTRL,10 TO 12,10,12,132,Improved,1989,72,670000,158768
2015,5,EXECUTIVE,519,SERANGOON NTH AVE 4,04 TO 06,4,6,147,Maisonette,1992,76,605000,158769
2015,5,EXECUTIVE,526,SERANGOON NTH AVE 4,04 TO 06,4,6,147,Maisonette,1992,76,648118,158770
2015,5,EXECUTIVE,537,SERANGOON NTH AVE 4,10 TO 12,10,12,147,Maisonette,1992,76,688888,158771
2015,5,EXECUTIVE,321,SERANGOON AVE 2,04 TO 06,4,6,141,Apartment,1986,69,728000,158772
2015,5,3,828,TAMPINES ST 81,01 TO 03,1,3,67,New Generation,1987,71,280000,158773
2015,5,3,219,TAMPINES ST 24,07 TO 09,7,9,73,Model A,1985,68,300000,158774
2015,5,3,825,TAMPINES ST 81,04 TO 06,4,6,67,New Generation,1987,71,300000,158775
2015,5,3,407,TAMPINES ST 41,04 TO 06,4,6,60,Improved,1985,69,305000,158776
2015,5,3,139,TAMPINES ST 11,04 TO 06,4,6,76,Model A,1984,67,310000,158777
2015,5,3,802,TAMPINES AVE 4,01 TO 03,1,3,68,New Generation,1984,68,310000,158778
2015,5,3,879,TAMPINES AVE 8,01 TO 03,1,3,74,Model A,1988,72,310000,158779
2015,5,3,410,TAMPINES ST 41,04 TO 06,4,6,60,Improved,1985,69,310000,158780
2015,5,3,113,TAMPINES ST 11,07 TO 09,7,9,79,Model A,1982,66,315000,158781
2015,5,3,293,TAMPINES ST 22,10 TO 12,10,12,73,Model A,1984,68,318000,158782
2015,5,3,465,TAMPINES ST 44,04 TO 06,4,6,74,Model A,1987,70,318000,158783
2015,5,3,433,TAMPINES ST 43,01 TO 03,1,3,76,Simplified,1987,71,320000,158784
2015,5,3,879,TAMPINES AVE 8,10 TO 12,10,12,74,Model A,1988,72,320000,158785
2015,5,3,201D,TAMPINES ST 21,01 TO 03,1,3,82,New Generation,1987,71,320000,158786
2015,5,3,446,TAMPINES ST 42,01 TO 03,1,3,74,Model A,1985,69,323000,158787
2015,5,3,287,TAMPINES ST 22,01 TO 03,1,3,74,Model A,1984,68,328000,158788
2015,5,3,206,TAMPINES ST 21,04 TO 06,4,6,75,Model A,1982,66,330000,158789
2015,5,3,104,TAMPINES ST 11,10 TO 12,10,12,75,Model A,1982,66,335000,158790
2015,5,3,406,TAMPINES ST 41,10 TO 12,10,12,64,Simplified,1986,70,335000,158791
2015,5,3,885,TAMPINES ST 83,04 TO 06,4,6,74,Model A,1987,71,338000,158792
2015,5,3,408,TAMPINES ST 41,07 TO 09,7,9,69,Improved,1985,69,340000,158793
2015,5,3,846,TAMPINES ST 82,10 TO 12,10,12,74,Model A,1986,69,345000,158794
2015,5,3,201D,TAMPINES ST 21,01 TO 03,1,3,82,New Generation,1987,71,345000,158795
2015,5,3,875,TAMPINES ST 84,10 TO 12,10,12,74,Model A,1988,72,348000,158796
2015,5,3,814,TAMPINES ST 81,04 TO 06,4,6,73,Model A,1984,68,350000,158797
2015,5,3,164,TAMPINES ST 12,07 TO 09,7,9,74,Model A,1984,68,360000,158798
2015,5,3,269,TAMPINES ST 21,07 TO 09,7,9,75,Model A,1984,67,365000,158799
2015,5,3,270,TAMPINES ST 21,10 TO 12,10,12,75,Model A,1985,69,370000,158800
2015,5,4,133,SIMEI ST 1,01 TO 03,1,3,84,Simplified,1988,72,340000,158801
